Name,Gun,Manufacturer,Burst,Element,Class,Rarity,Reload Time,Ammo,RoF,RoF/60,Burst value,"F1, 0.000","F2, 0.033","F3, 0.067","F4, 0.100","F5, 0.133","F6, 0.167","F7, 0.200","F8, 0.233","F9, 0.267","F10, 0.300","F11, 0.333","F12, 0.367","F13, 0.400","F14, 0.433","F15, 0.467","F16, 0.500","F17, 0.533","F18, 0.567","F19, 0.600","F20, 0.633","F21, 0.667","F22, 0.700","F23, 0.733","F24, 0.767","F25, 0.800","F26, 0.833","F27, 0.867","F28, 0.900","F29, 0.933","F30, 0.967","F31, 1.000","F32, 1.033","F33, 1.067","F34, 1.100","F35, 1.133","F36, 1.167","F37, 1.200","F38, 1.233","F39, 1.267","F40, 1.300","F41, 1.333","F42, 1.367","F43, 1.400","F44, 1.433","F45, 1.467","F46, 1.500","F47, 1.533","F48, 1.567","F49, 1.600","F50, 1.633","F51, 1.667","F52, 1.700","F53, 1.733","F54, 1.767","F55, 1.800","F56, 1.833","F57, 1.867","F58, 1.900","F59, 1.933","F60, 1.967","F61, 2.000","F62, 2.033","F63, 2.067","F64, 2.100","F65, 2.133","F66, 2.167","F67, 2.200","F68, 2.233","F69, 2.267","F70, 2.300","F71, 2.333","F72, 2.367","F73, 2.400","F74, 2.433","F75, 2.467","F76, 2.500","F77, 2.533","F78, 2.567","F79, 2.600","F80, 2.633","F81, 2.667","F82, 2.700","F83, 2.733","F84, 2.767","F85, 2.800","F86, 2.833","F87, 2.867","F88, 2.900","F89, 2.933","F90, 2.967","F91, 3.000","F92, 3.033","F93, 3.067","F94, 3.100","F95, 3.133","F96, 3.167","F97, 3.200","F98, 3.233","F99, 3.267","F100, 3.300","F101, 3.333","F102, 3.367","F103, 3.400","F104, 3.433","F105, 3.467","F106, 3.500","F107, 3.533","F108, 3.567","F109, 3.600","F110, 3.633","F111, 3.667","F112, 3.700","F113, 3.733","F114, 3.767","F115, 3.800","F116, 3.833","F117, 3.867","F118, 3.900","F119, 3.933","F120, 3.967","F121, 4.000","F122, 4.033","F123, 4.067","F124, 4.100","F125, 4.133","F126, 4.167","F127, 4.200","F128, 4.233","F129, 4.267","F130, 4.300","F131, 4.333","F132, 4.367","F133, 4.400","F134, 4.433","F135, 4.467","F136, 4.500","F137, 4.533","F138, 4.567","F139, 4.600","F140, 4.633","F141, 4.667","F142, 4.700","F143, 4.733","F144, 4.767","F145, 4.800","F146, 4.833","F147, 4.867","F148, 4.900","F149, 4.933","F150, 4.967"
Liter,SMG,Missilis,B1,Iron,Supporter,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Makima,SMG,Abnormal,B2,Water,Defender,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Misato,SMG,Abnormal,B1,Iron,Supporter,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Mast,SMG,Elysion,B2,Electric,Supporter,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Miranda,SMG,Elysion,B1,Fire,Supporter,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Nero,SMG,Abnormal,B2,Fire,Defender,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Novel,SMG,Tetra,B2,Iron,Supporter,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Rei,SMG,Tetra,B1,Water,Defender,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Alice: Wonderland Bunny,SMG,Tetra,B0.5,Water,Supporter,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Signal,SMG,Elysion,B2,Fire,Attacker,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Volume,SMG,Tetra,B1,Wind,Attacker,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
iDoll Ocean,SMG,Tetra,B1,Water,Supporter,SR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Soldier OW,SMG,Elysion,B1,Fire,Supporter,SR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Snow White Innocent Days,AR,Pilgrim,B3,Iron,Attacker,SSR,2,60,720,12,0.04375,0.04375,0.04375,0.04375,0.04375,0.0875,0.0875,0.0875,0.13125,0.13125,0.13125,0.175,0.175,0.175,0.21875,0.21875,0.21875,0.2625,0.2625,0.2625,0.30625,0.30625,0.30625,0.35,0.35,0.35,0.39375,0.39375,0.39375,0.4375,0.4375,0.4375,0.4375,0.48125,0.48125,0.48125,0.525,0.525,0.525,0.56875,0.56875,0.56875,0.6125,0.6125,0.6125,0.65625,0.65625,0.65625,0.7,0.7,0.7,0.74375,0.74375,0.74375,0.7875,0.7875,0.7875,0.83125,0.83125,0.83125,0.875,0.875,0.875,0.875,0.91875,0.91875,0.91875,0.9625,0.9625,0.9625,1.00625,1.00625,1.00625,1.05,1.05,1.05,1.09375,1.09375,1.09375,1.1375,1.1375,1.1375,1.18125,1.18125,1.18125,1.225,1.225,1.225,1.26875,1.26875,1.26875,1.3125,1.3125,1.3125,1.3125,1.35625,1.35625,1.35625,1.4,1.4,1.4,1.44375,1.44375,1.44375,1.4875,1.4875,1.4875,1.53125,1.53125,1.53125,1.575,1.575,1.575,1.61875,1.61875,1.61875,1.6625,1.6625,1.6625,1.70625,1.70625,1.70625,1.70625,1.75,1.75,1.75,1.79375,1.79375,1.79375,1.8375,1.8375,1.8375,1.88125,1.88125,1.88125,1.925,1.925,1.925,1.96875,1.96875,1.96875,2.0125,2.0125,2.0125,2.05625,2.05625,2.05625,2.1,2.1,2.1,2.14375
Modernia,MG,Pilgrim,B3,Fire,Attacker,SSR,2,300,4200,70,0.025,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.575,0.625,0.675,0.725,0.775,0.825,0.875,0.925,0.975,1.025,1.075,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.625,1.675,1.725,1.75,1.825,1.875,1.925,1.975,2.025,2.075,2.125,2.15,2.2,2.25,2.3,2.35,2.4,2.45,2.5,2.55,2.6,2.65,2.7,2.725,2.775,2.825,2.875,2.925,2.975,3.025,3.075,3.125,3.175,3.225,3.25,3.3,3.35,3.4,3.45,3.5,3.5,4.9,4.975,5.05,5.1,5.175,5.225,5.3,5.375,5.425,5.5,5.55,5.625,5.7,5.75,5.825,5.9,5.95,6.025,6.075,6.15,6.225,6.275,6.35,6.4,6.475,6.55,6.6,6.675,6.725,6.8,6.875,6.925,7,7.075,7.125,7.2,7.2,7.325,7.4,7.45,7.525,7.575,7.65,7.725,7.775,7.85,7.9,7.975,8.05,8.1,8.175,8.25,8.3,8.375,8.425,8.5,8.575,8.625,8.7,8.75,8.825,8.9,8.95,9.025,9.075,9.15,9.225,9.275,9.35,9.425,9.475,9.55,9.6,9.675,9.75
